file_path,label
data\processed\Centropus andamanensis\7_seg006.wav,Centropus andamanensis
data\processed\noise\Psittacula_eupatria__23__seg001.wav,noise
data\processed\Cuculus micropterus\8_seg011.wav,Cuculus micropterus
data\processed\Pellorneum ruficeps\32_seg033.wav,Pellorneum ruficeps
data\processed\Mystery mystery\310_seg012.wav,Mystery mystery
data\processed\noise\Pellorneum_ruficeps__74__seg049.wav,noise
data\processed\Mystery mystery\373_seg019.wav,Mystery mystery
data\processed\Mystery mystery\336_seg028.wav,Mystery mystery
data\processed\Mystery mystery\62_seg030.wav,Mystery mystery
data\processed\Cuculus micropterus\8_seg009.wav,Cuculus micropterus
data\processed\Arborophila torqueola\13_seg035.wav,Arborophila torqueola
data\processed\Cyornis unicolor\15_seg016.wav,Cyornis unicolor
data\processed\noise\Mystery_mystery__127__seg052.wav,noise
data\processed\noise\Sphenocichla_humei__12__seg014.wav,noise
data\processed\Polyplectron bicalcaratum\5_seg000.wav,Polyplectron bicalcaratum
data\processed\Chloropsis\11_seg012.wav,Chloropsis
data\processed\Pellorneum ruficeps\68_seg006.wav,Pellorneum ruficeps
data\processed\Mystery mystery\352_seg000.wav,Mystery mystery
data\processed\Rimator malacoptilus\19_seg006.wav,Rimator malacoptilus
data\processed\Psittacula eupatria\17_seg002.wav,Psittacula eupatria
data\processed\noise\Mystery_mystery__332__seg021.wav,noise
data\processed\Mystery mystery\433_seg040.wav,Mystery mystery
data\processed\Cyornis unicolor\16_seg018.wav,Cyornis unicolor
data\processed\Arborophila torqueola\1_seg019.wav,Arborophila torqueola
data\processed\Riparia chinensis\6_seg001.wav,Riparia chinensis
data\processed\Cuculus micropterus\31_seg001.wav,Cuculus micropterus
data\processed\Liocichla phoenicea\5_seg007.wav,Liocichla phoenicea
data\processed\Sphenocichla humei\38_seg001.wav,Sphenocichla humei
data\processed\Mystery mystery\19_seg039.wav,Mystery mystery
data\processed\Arborophila torqueola\6_seg012.wav,Arborophila torqueola
data\processed\noise\Cyornis_poliogenys__17__seg020.wav,noise
data\processed\noise\Mystery_mystery__38__seg028.wav,noise
data\processed\Dicrurus andamanensis\11_seg010.wav,Dicrurus andamanensis
data\processed\noise\Mystery_mystery__242__seg005.wav,noise
data\processed\Chloropsis jerdoni\3_seg004.wav,Chloropsis jerdoni
data\processed\Mystery mystery\378_seg007.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\22_seg000.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\328_seg003.wav,Mystery mystery
data\processed\Arborophila torqueola\19_seg005.wav,Arborophila torqueola
data\processed\Mystery mystery\245_seg010.wav,Mystery mystery
data\processed\Sphenocichla humei\18_seg008.wav,Sphenocichla humei
data\processed\Mystery mystery\257_seg005.wav,Mystery mystery
data\processed\Mystery mystery\418_seg006.wav,Mystery mystery
data\processed\Chloropsis\8_seg011.wav,Chloropsis
data\processed\Cyornis unicolor\5_seg016.wav,Cyornis unicolor
data\processed\Sphenocichla humei\11_seg012.wav,Sphenocichla humei
data\processed\Macronus gularis\17_seg013.wav,Macronus gularis
data\processed\Mystery mystery\302_seg007.wav,Mystery mystery
data\processed\Rimator malacoptilus\10_seg014.wav,Rimator malacoptilus
data\processed\Mystery mystery\25_seg037.wav,Mystery mystery
data\processed\Mystery mystery\385_seg008.wav,Mystery mystery
data\processed\Mystery mystery\301_seg023.wav,Mystery mystery
data\processed\Phylloscopus inornatus\5_seg008.wav,Phylloscopus inornatus
data\processed\Mystery mystery\312_seg017.wav,Mystery mystery
data\processed\Argya longirostris\4_seg011.wav,Argya longirostris
data\processed\Cuculus micropterus\45_seg000.wav,Cuculus micropterus
data\processed\Psilopogon lineatus\8_seg001.wav,Psilopogon lineatus
data\processed\noise\Cuculus_micropterus__19__seg010.wav,noise
data\processed\noise\Mystery_mystery__300__seg046.wav,noise
data\processed\noise\Mystery_mystery__426__seg025.wav,noise
data\processed\Paradoxornis guttaticollis\1_seg011.wav,Paradoxornis guttaticollis
data\processed\Macronus gularis\4_seg006.wav,Macronus gularis
data\processed\noise\Pellorneum_ruficeps__74__seg047.wav,noise
data\processed\Chloropsis jerdoni\6_seg024.wav,Chloropsis jerdoni
data\processed\noise\Glaucidium_cuculoides__12__seg008.wav,noise
data\processed\Mystery mystery\423_seg015.wav,Mystery mystery
data\processed\Chloropsis jerdoni\4_seg000.wav,Chloropsis jerdoni
data\processed\Argya longirostris\4_seg003.wav,Argya longirostris
data\processed\Dicrurus andamanensis\13_seg010.wav,Dicrurus andamanensis
data\processed\Phylloscopus subaffinis\2_seg004.wav,Phylloscopus subaffinis
data\processed\Cuculus micropterus\8_seg059.wav,Cuculus micropterus
data\processed\Glaucidium cuculoides\21_seg010.wav,Glaucidium cuculoides
data\processed\Rimator malacoptilus\3_seg016.wav,Rimator malacoptilus
data\processed\noise\Phylloscopus_forresti__5__seg006.wav,noise
data\processed\Loriculus vernalis\27_seg002.wav,Loriculus vernalis
data\processed\Polyplectron bicalcaratum\9_seg001.wav,Polyplectron bicalcaratum
data\processed\Cuculus micropterus\27_seg003.wav,Cuculus micropterus
data\processed\Phylloscopus inornatus\8_seg004.wav,Phylloscopus inornatus
data\processed\Mystery mystery\279_seg007.wav,Mystery mystery
data\processed\Mystery mystery\420_seg001.wav,Mystery mystery
data\processed\Mystery mystery\232_seg000.wav,Mystery mystery
data\processed\Dicrurus andamanensis\15_seg018.wav,Dicrurus andamanensis
data\processed\Mystery mystery\351_seg003.wav,Mystery mystery
data\processed\Cyornis poliogenys\21_seg000.wav,Cyornis poliogenys
data\processed\Mystery mystery\336_seg044.wav,Mystery mystery
data\processed\Mystery mystery\199_seg002.wav,Mystery mystery
data\processed\Glaucidium cuculoides\39_seg007.wav,Glaucidium cuculoides
data\processed\Pellorneum ruficeps\58_seg001.wav,Pellorneum ruficeps
data\processed\Mystery mystery\338_seg016.wav,Mystery mystery
data\processed\Dicrurus andamanensis\15_seg002.wav,Dicrurus andamanensis
data\processed\Mystery mystery\93_seg009.wav,Mystery mystery
data\processed\Chelidorhynx hypoxanthus\4_seg011.wav,Chelidorhynx hypoxanthus
data\processed\Liocichla phoenicea\1_seg002.wav,Liocichla phoenicea
data\processed\Centropus andamanensis\15_seg021.wav,Centropus andamanensis
data\processed\Motacilla citreola\18_seg005.wav,Motacilla citreola
data\processed\Chloropsis jerdoni\2_seg006.wav,Chloropsis jerdoni
data\processed\Pellorneum ruficeps\72_seg005.wav,Pellorneum ruficeps
data\processed\Chloropsis jerdoni\1_seg006.wav,Chloropsis jerdoni
data\processed\Pnoepyga pusilla\17_seg013.wav,Pnoepyga pusilla
data\processed\Cuculus micropterus\19_seg006.wav,Cuculus micropterus
data\processed\Mystery mystery\16_seg030.wav,Mystery mystery
data\processed\Mystery mystery\60_seg010.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\7_seg007.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\91_seg007.wav,Mystery mystery
data\processed\Mystery mystery\433_seg000.wav,Mystery mystery
data\processed\Argya longirostris\1_seg020.wav,Argya longirostris
data\processed\Pomatorhinus ruficollis\25_seg000.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\195_seg011.wav,Mystery mystery
data\processed\Glaucidium cuculoides\38_seg005.wav,Glaucidium cuculoides
data\processed\Sphenocichla humei\29_seg008.wav,Sphenocichla humei
data\processed\Mystery mystery\7_seg024.wav,Mystery mystery
data\processed\Centropus andamanensis\6_seg001.wav,Centropus andamanensis
data\processed\Arborophila torqueola\13_seg027.wav,Arborophila torqueola
data\processed\Cypsiurus balasiensis\3_seg002.wav,Cypsiurus balasiensis
data\processed\Mystery mystery\428_seg013.wav,Mystery mystery
data\processed\noise\Mystery_mystery__39__seg039.wav,noise
data\processed\Cyornis poliogenys\26_seg003.wav,Cyornis poliogenys
data\processed\Sphenocichla humei\6_seg013.wav,Sphenocichla humei
data\processed\Cyornis magnirostris\5_seg015.wav,Cyornis magnirostris
data\processed\Mystery mystery\58_seg001.wav,Mystery mystery
data\processed\Pellorneum ruficeps\32_seg006.wav,Pellorneum ruficeps
data\processed\Psilopogon lineatus\2_seg008.wav,Psilopogon lineatus
data\processed\Glaucidium cuculoides\2_seg011.wav,Glaucidium cuculoides
data\processed\Mystery mystery\414_seg020.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\24_seg020.wav,Pomatorhinus ruficollis
data\processed\Mystery mystery\300_seg003.wav,Mystery mystery
data\processed\Pellorneum ruficeps\83_seg001.wav,Pellorneum ruficeps
data\processed\Mystery mystery\319_seg003.wav,Mystery mystery
data\processed\Mystery mystery\11_seg021.wav,Mystery mystery
data\processed\noise\Rimator_malacoptilus__3__seg023.wav,noise
data\processed\Mystery mystery\394_seg004.wav,Mystery mystery
data\processed\Macronus gularis\11_seg004.wav,Macronus gularis
data\processed\Cyornis unicolor\16_seg020.wav,Cyornis unicolor
data\processed\Mystery mystery\234_seg016.wav,Mystery mystery
data\processed\Mystery mystery\257_seg010.wav,Mystery mystery
data\processed\Mystery mystery\409_seg031.wav,Mystery mystery
data\processed\Cuculus micropterus\8_seg026.wav,Cuculus micropterus
data\processed\Pellorneum ruficeps\87_seg021.wav,Pellorneum ruficeps
data\processed\Mystery mystery\374_seg006.wav,Mystery mystery
data\processed\Arborophila torqueola\18_seg007.wav,Arborophila torqueola
data\processed\Cuculus micropterus\4_seg004.wav,Cuculus micropterus
data\processed\Mystery mystery\373_seg067.wav,Mystery mystery
data\processed\Lanius tephronotus\5_seg025.wav,Lanius tephronotus
data\processed\Chloropsis\14_seg050.wav,Chloropsis
data\processed\noise\Argya_longirostris__11__seg008.wav,noise
data\processed\Chloropsis jerdoni\1_seg015.wav,Chloropsis jerdoni
data\processed\Sphenocichla humei\32_seg005.wav,Sphenocichla humei
data\processed\Cyornis unicolor\1_seg015.wav,Cyornis unicolor
data\processed\Glaucidium cuculoides\38_seg012.wav,Glaucidium cuculoides
data\processed\Mystery mystery\2_seg006.wav,Mystery mystery
data\processed\Chloropsis\14_seg095.wav,Chloropsis
data\processed\Mystery mystery\17_seg034.wav,Mystery mystery
data\processed\Mystery mystery\110_seg021.wav,Mystery mystery
data\processed\noise\Cuculus_micropterus__19__seg003.wav,noise
data\processed\Mystery mystery\122_seg005.wav,Mystery mystery
data\processed\Alcippe cinerea\17_seg007.wav,Alcippe cinerea
data\processed\Chloropsis\3_seg004.wav,Chloropsis
data\processed\Liocichla phoenicea\17_seg005.wav,Liocichla phoenicea
data\processed\Chloropsis\5_seg001.wav,Chloropsis
data\processed\Pnoepyga pusilla\21_seg002.wav,Pnoepyga pusilla
data\processed\Dicrurus andamanensis\10_seg014.wav,Dicrurus andamanensis
data\processed\noise\Rimator_malacoptilus__13__seg006.wav,noise
data\processed\Psilopogon lineatus\19_seg002.wav,Psilopogon lineatus
data\processed\Cuculus micropterus\35_seg017.wav,Cuculus micropterus
data\processed\Cyornis magnirostris\6_seg007.wav,Cyornis magnirostris
data\processed\Sphenocichla humei\27_seg008.wav,Sphenocichla humei
data\processed\Mystery mystery\301_seg012.wav,Mystery mystery
data\processed\Arborophila torqueola\26_seg014.wav,Arborophila torqueola
data\processed\Cuculus micropterus\45_seg001.wav,Cuculus micropterus
data\processed\Dicaeum minullum\4_seg000.wav,Dicaeum minullum
data\processed\noise\Mystery_mystery__124__seg020.wav,noise
data\processed\Mystery mystery\309_seg005.wav,Mystery mystery
data\processed\Glaucidium cuculoides\31_seg041.wav,Glaucidium cuculoides
data\processed\Mystery mystery\318_seg001.wav,Mystery mystery
data\processed\Mystery mystery\412_seg016.wav,Mystery mystery
data\processed\Sphenocichla humei\9_seg001.wav,Sphenocichla humei
data\processed\Cyornis poliogenys\22_seg008.wav,Cyornis poliogenys
data\processed\Dicrurus andamanensis\19_seg001.wav,Dicrurus andamanensis
data\processed\noise\Pellorneum_ruficeps__51__seg006.wav,noise
data\processed\Loriculus vernalis\25_seg015.wav,Loriculus vernalis
data\processed\Mystery mystery\304_seg002.wav,Mystery mystery
data\processed\noise\Sphenocichla_humei__18__seg014.wav,noise
data\processed\Cypsiurus balasiensis\5_seg005.wav,Cypsiurus balasiensis
data\processed\Mystery mystery\17_seg028.wav,Mystery mystery
data\processed\Mystery mystery\224_seg012.wav,Mystery mystery
data\processed\Pellorneum ruficeps\77_seg001.wav,Pellorneum ruficeps
data\processed\Pellorneum ruficeps\102_seg008.wav,Pellorneum ruficeps
data\processed\Dicrurus andamanensis\8_seg009.wav,Dicrurus andamanensis
data\processed\noise\Spelaeornis_oatesi__2__seg008.wav,noise
data\processed\noise\Pellorneum_ruficeps__86__seg026.wav,noise
data\processed\Pellorneum ruficeps\65_seg007.wav,Pellorneum ruficeps
data\processed\Liocichla phoenicea\14_seg002.wav,Liocichla phoenicea
data\processed\Psittacula eupatria\6_seg005.wav,Psittacula eupatria
data\processed\Psilopogon lineatus\10_seg001.wav,Psilopogon lineatus
data\processed\Mystery mystery\74_seg000.wav,Mystery mystery
data\processed\Chelidorhynx hypoxanthus\12_seg008.wav,Chelidorhynx hypoxanthus
data\processed\Todiramphus chloris\19_seg001.wav,Todiramphus chloris
data\processed\noise\Liocichla_phoenicea__1__seg005.wav,noise
data\processed\noise\Polyplectron_bicalcaratum__9__seg002.wav,noise
data\processed\Mystery mystery\343_seg033.wav,Mystery mystery
data\processed\noise\Loriculus_vernalis__5__seg007.wav,noise
data\processed\noise\Arborophila_torqueola__26__seg004.wav,noise
data\processed\Arborophila torqueola\28_seg015.wav,Arborophila torqueola
data\processed\Mystery mystery\310_seg024.wav,Mystery mystery
data\processed\Cuculus micropterus\8_seg028.wav,Cuculus micropterus
data\processed\Mystery mystery\374_seg011.wav,Mystery mystery
data\processed\Mystery mystery\245_seg004.wav,Mystery mystery
data\processed\Mystery mystery\119_seg009.wav,Mystery mystery
data\processed\noise\Mystery_mystery__395__seg009.wav,noise
data\processed\Arachnothera magna\8_seg004.wav,Arachnothera magna
data\processed\Pnoepyga pusilla\15_seg003.wav,Pnoepyga pusilla
data\processed\Pellorneum ruficeps\8_seg016.wav,Pellorneum ruficeps
data\processed\Psittacula eupatria\8_seg004.wav,Psittacula eupatria
data\processed\Pellorneum ruficeps\33_seg004.wav,Pellorneum ruficeps
data\processed\noise\Pellorneum_ruficeps__70__seg010.wav,noise
data\processed\Cypsiurus balasiensis\9_seg001.wav,Cypsiurus balasiensis
data\processed\Psittacula eupatria\28_seg003.wav,Psittacula eupatria
data\processed\Mystery mystery\138_seg000.wav,Mystery mystery
data\processed\Mystery mystery\414_seg003.wav,Mystery mystery
data\processed\Pnoepyga pusilla\7_seg007.wav,Pnoepyga pusilla
data\processed\Mystery mystery\377_seg047.wav,Mystery mystery
data\processed\Mystery mystery\44_seg000.wav,Mystery mystery
data\processed\Mystery mystery\365_seg019.wav,Mystery mystery
data\processed\noise\Pellorneum_ruficeps__86__seg019.wav,noise
data\processed\Pomatorhinus ruficollis\7_seg001.wav,Pomatorhinus ruficollis
data\processed\noise\Mystery_mystery__127__seg054.wav,noise
data\processed\Pellorneum ruficeps\87_seg038.wav,Pellorneum ruficeps
data\processed\Pellorneum ruficeps\32_seg054.wav,Pellorneum ruficeps
data\processed\Pomatorhinus ruficollis\41_seg006.wav,Pomatorhinus ruficollis
data\processed\Pnoepyga pusilla\23_seg010.wav,Pnoepyga pusilla
data\processed\Cuculus micropterus\22_seg000.wav,Cuculus micropterus
data\processed\Loriculus vernalis\8_seg009.wav,Loriculus vernalis
data\processed\Pellorneum ruficeps\23_seg017.wav,Pellorneum ruficeps
data\processed\Mystery mystery\43_seg019.wav,Mystery mystery
data\processed\Mystery mystery\315_seg003.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\40_seg000.wav,Pomatorhinus ruficollis
data\processed\Loriculus vernalis\26_seg011.wav,Loriculus vernalis
data\processed\Mystery mystery\419_seg003.wav,Mystery mystery
data\processed\Argya longirostris\9_seg002.wav,Argya longirostris
data\processed\noise\Arborophila_torqueola__24__seg004.wav,noise
data\processed\Chelidorhynx hypoxanthus\7_seg001.wav,Chelidorhynx hypoxanthus
data\processed\Psilopogon lineatus\5_seg000.wav,Psilopogon lineatus
data\processed\Mystery mystery\377_seg034.wav,Mystery mystery
data\processed\Pellorneum ruficeps\16_seg017.wav,Pellorneum ruficeps
data\processed\Mystery mystery\25_seg041.wav,Mystery mystery
data\processed\Cuculus micropterus\36_seg002.wav,Cuculus micropterus
data\processed\Pellorneum ruficeps\11_seg012.wav,Pellorneum ruficeps
data\processed\Arborophila torqueola\20_seg000.wav,Arborophila torqueola
data\processed\Lanius tephronotus\1_seg003.wav,Lanius tephronotus
data\processed\Arborophila torqueola\10_seg007.wav,Arborophila torqueola
data\processed\Rimator malacoptilus\2_seg019.wav,Rimator malacoptilus
data\processed\Dicaeum cruentatum\1_seg006.wav,Dicaeum cruentatum
data\processed\Argya longirostris\10_seg002.wav,Argya longirostris
data\processed\Mystery mystery\325_seg018.wav,Mystery mystery
data\processed\Pnoepyga pusilla\1_seg014.wav,Pnoepyga pusilla
data\processed\Phylloscopus inornatus\7_seg001.wav,Phylloscopus inornatus
data\processed\Mystery mystery\369_seg015.wav,Mystery mystery
data\processed\Acridotheres fuscus\1_seg004.wav,Acridotheres fuscus
data\processed\Argya longirostris\1_seg013.wav,Argya longirostris
data\processed\Mystery mystery\115_seg007.wav,Mystery mystery
data\processed\Motacilla citreola\17_seg001.wav,Motacilla citreola
data\processed\Cuculus micropterus\10_seg002.wav,Cuculus micropterus
data\processed\noise\Mystery_mystery__336__seg016.wav,noise
data\processed\noise\Sphenocichla_humei__23__seg006.wav,noise
data\processed\Mystery mystery\228_seg010.wav,Mystery mystery
data\processed\Arborophila torqueola\8_seg032.wav,Arborophila torqueola
data\processed\Mystery mystery\231_seg013.wav,Mystery mystery
data\processed\Glaucidium cuculoides\6_seg008.wav,Glaucidium cuculoides
data\processed\Cuculus micropterus\1_seg006.wav,Cuculus micropterus
data\processed\Mystery mystery\390_seg007.wav,Mystery mystery
data\processed\Sphenocichla humei\5_seg000.wav,Sphenocichla humei
data\processed\Arachnothera magna\11_seg004.wav,Arachnothera magna
data\processed\Pellorneum ruficeps\32_seg021.wav,Pellorneum ruficeps
data\processed\Pellorneum ruficeps\65_seg011.wav,Pellorneum ruficeps
data\processed\Arborophila torqueola\28_seg007.wav,Arborophila torqueola
data\processed\noise\Cuculus_micropterus__35__seg018.wav,noise
data\processed\Centropus andamanensis\15_seg007.wav,Centropus andamanensis
data\processed\Arborophila torqueola\9_seg001.wav,Arborophila torqueola
data\processed\Mystery mystery\53_seg000.wav,Mystery mystery
data\processed\Pellorneum ruficeps\52_seg004.wav,Pellorneum ruficeps
data\processed\noise\Polyplectron_bicalcaratum__1__seg002.wav,noise
data\processed\Pnoepyga pusilla\24_seg006.wav,Pnoepyga pusilla
data\processed\noise\Pellorneum_ruficeps__74__seg052.wav,noise
data\processed\Psittacula eupatria\8_seg031.wav,Psittacula eupatria
data\processed\Cyornis unicolor\17_seg005.wav,Cyornis unicolor
data\processed\noise\Mystery_mystery__270__seg007.wav,noise
data\processed\Pellorneum ruficeps\87_seg025.wav,Pellorneum ruficeps
data\processed\Mystery mystery\332_seg053.wav,Mystery mystery
data\processed\Glaucidium cuculoides\38_seg000.wav,Glaucidium cuculoides
data\processed\Cyornis magnirostris\6_seg005.wav,Cyornis magnirostris
data\processed\Mystery mystery\16_seg023.wav,Mystery mystery
data\processed\Dicrurus andamanensis\6_seg006.wav,Dicrurus andamanensis
data\processed\Pomatorhinus ruficollis\2_seg000.wav,Pomatorhinus ruficollis
data\processed\Chloropsis\14_seg075.wav,Chloropsis
data\processed\Chelidorhynx hypoxanthus\16_seg004.wav,Chelidorhynx hypoxanthus
data\processed\noise\Mystery_mystery__62__seg000.wav,noise
data\processed\Iole cacharensis\1_seg003.wav,Iole cacharensis
data\processed\Macronus gularis\22_seg003.wav,Macronus gularis
data\processed\Cyornis unicolor\17_seg002.wav,Cyornis unicolor
data\processed\noise\Rimator_malacoptilus__13__seg015.wav,noise
data\processed\noise\Mystery_mystery__125__seg001.wav,noise
data\processed\Liocichla phoenicea\16_seg002.wav,Liocichla phoenicea
data\processed\Mystery mystery\325_seg008.wav,Mystery mystery
data\processed\Pnoepyga pusilla\18_seg011.wav,Pnoepyga pusilla
data\processed\Liocichla phoenicea\2_seg016.wav,Liocichla phoenicea
data\processed\Centropus andamanensis\13_seg004.wav,Centropus andamanensis
data\processed\Mystery mystery\425_seg002.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\2_seg004.wav,Pomatorhinus ruficollis
data\processed\Rimator malacoptilus\20_seg001.wav,Rimator malacoptilus
data\processed\Mystery mystery\162_seg000.wav,Mystery mystery
data\processed\noise\Mystery_mystery__246__seg003.wav,noise
data\processed\Pomatorhinus ruficollis\24_seg010.wav,Pomatorhinus ruficollis
data\processed\Loriculus vernalis\27_seg032.wav,Loriculus vernalis
data\processed\Mystery mystery\377_seg007.wav,Mystery mystery
data\processed\Cyornis poliogenys\16_seg000.wav,Cyornis poliogenys
data\processed\Cuculus micropterus\46_seg015.wav,Cuculus micropterus
data\processed\Pellorneum ruficeps\100_seg013.wav,Pellorneum ruficeps
data\processed\Mystery mystery\420_seg003.wav,Mystery mystery
data\processed\Mystery mystery\9_seg028.wav,Mystery mystery
data\processed\Dicaeum cruentatum\1_seg004.wav,Dicaeum cruentatum
data\processed\Pomatorhinus ruficollis\27_seg005.wav,Pomatorhinus ruficollis
data\processed\noise\Pellorneum_ruficeps__49__seg000.wav,noise
data\processed\Cyornis unicolor\25_seg001.wav,Cyornis unicolor
data\processed\Pomatorhinus ruficollis\11_seg004.wav,Pomatorhinus ruficollis
data\processed\Rimator malacoptilus\15_seg007.wav,Rimator malacoptilus
data\processed\noise\Mystery_mystery__38__seg031.wav,noise
data\processed\noise\Loriculus_vernalis__15__seg004.wav,noise
data\processed\noise\Cuculus_micropterus__30__seg005.wav,noise
data\processed\Stachyridopsis ambigua\14_seg003.wav,Stachyridopsis ambigua
data\processed\Argya longirostris\11_seg013.wav,Argya longirostris
data\processed\Cuculus micropterus\33_seg000.wav,Cuculus micropterus
data\processed\Macronus gularis\16_seg012.wav,Macronus gularis
data\processed\Arborophila torqueola\6_seg028.wav,Arborophila torqueola
data\processed\Mystery mystery\348_seg010.wav,Mystery mystery
data\processed\Cuculus micropterus\8_seg004.wav,Cuculus micropterus
data\processed\Macronus gularis\16_seg009.wav,Macronus gularis
data\processed\Sphenocichla humei\29_seg007.wav,Sphenocichla humei
data\processed\Dicaeum cruentatum\3_seg003.wav,Dicaeum cruentatum
data\processed\Mystery mystery\327_seg002.wav,Mystery mystery
data\processed\Mystery mystery\135_seg000.wav,Mystery mystery
data\processed\noise\Mystery_mystery__124__seg010.wav,noise
data\processed\Mystery mystery\11_seg013.wav,Mystery mystery
data\processed\Pellorneum ruficeps\69_seg020.wav,Pellorneum ruficeps
data\processed\Cyornis poliogenys\18_seg003.wav,Cyornis poliogenys
data\processed\noise\Alcippe_cinerea__18__seg007.wav,noise
data\processed\Psilopogon lineatus\12_seg009.wav,Psilopogon lineatus
data\processed\Glaucidium cuculoides\31_seg053.wav,Glaucidium cuculoides
data\processed\Mystery mystery\336_seg058.wav,Mystery mystery
data\processed\Arborophila torqueola\25_seg000.wav,Arborophila torqueola
data\processed\Psilopogon lineatus\4_seg009.wav,Psilopogon lineatus
data\processed\Mystery mystery\43_seg028.wav,Mystery mystery
data\processed\Mystery mystery\301_seg036.wav,Mystery mystery
data\processed\Pomatorhinus ruficollis\18_seg036.wav,Pomatorhinus ruficollis
data\processed\Eurystomus orientalis\2_seg005.wav,Eurystomus orientalis
data\processed\Glaucidium cuculoides\4_seg000.wav,Glaucidium cuculoides
data\processed\Pomatorhinus ruficollis\24_seg025.wav,Pomatorhinus ruficollis
data\processed\Arborophila torqueola\2_seg008.wav,Arborophila torqueola
data\processed\Mystery mystery\22_seg000.wav,Mystery mystery
data\processed\Todiramphus chloris\19_seg012.wav,Todiramphus chloris
data\processed\Mystery mystery\256_seg026.wav,Mystery mystery
data\processed\Cuculus micropterus\44_seg020.wav,Cuculus micropterus
data\processed\Eurystomus orientalis\3_seg001.wav,Eurystomus orientalis
data\processed\Mystery mystery\339_seg003.wav,Mystery mystery
data\processed\Mystery mystery\264_seg000.wav,Mystery mystery
data\processed\Mystery mystery\202_seg002.wav,Mystery mystery
data\processed\Mystery mystery\16_seg015.wav,Mystery mystery
data\processed\Cuculus micropterus\12_seg001.wav,Cuculus micropterus
data\processed\Mystery mystery\410_seg023.wav,Mystery mystery
data\processed\Phylloscopus inornatus\3_seg005.wav,Phylloscopus inornatus
data\processed\Mystery mystery\431_seg010.wav,Mystery mystery
data\processed\Mystery mystery\156_seg000.wav,Mystery mystery
data\processed\noise\Mystery_mystery__125__seg019.wav,noise
data\processed\Psilopogon lineatus\21_seg014.wav,Psilopogon lineatus
data\processed\Mystery mystery\261_seg002.wav,Mystery mystery
data\processed\Glaucidium cuculoides\31_seg045.wav,Glaucidium cuculoides
data\processed\Acridotheres fuscus\7_seg011.wav,Acridotheres fuscus
data\processed\Pomatorhinus ruficollis\19_seg004.wav,Pomatorhinus ruficollis
data\processed\Cuculus micropterus\65_seg002.wav,Cuculus micropterus
data\processed\Mystery mystery\120_seg010.wav,Mystery mystery
data\processed\Centropus andamanensis\4_seg004.wav,Centropus andamanensis
data\processed\Phylloscopus inornatus\7_seg002.wav,Phylloscopus inornatus
data\processed\Macronus gularis\17_seg000.wav,Macronus gularis
data\processed\Pnoepyga pusilla\20_seg003.wav,Pnoepyga pusilla
data\processed\Macronus gularis\2_seg001.wav,Macronus gularis
data\processed\Mystery mystery\383_seg004.wav,Mystery mystery
data\processed\Dicrurus andamanensis\10_seg002.wav,Dicrurus andamanensis
data\processed\Stachyridopsis ambigua\13_seg021.wav,Stachyridopsis ambigua
data\processed\Psilopogon lineatus\17_seg005.wav,Psilopogon lineatus
data\processed\noise\Centropus_andamanensis__7__seg008.wav,noise
data\processed\noise\Alcippe_cinerea__10__seg010.wav,noise
data\processed\Pellorneum ruficeps\41_seg003.wav,Pellorneum ruficeps
data\processed\Chloropsis\2_seg000.wav,Chloropsis
data\processed\Cuculus micropterus\9_seg021.wav,Cuculus micropterus
data\processed\Cyornis poliogenys\22_seg001.wav,Cyornis poliogenys
data\processed\Mystery mystery\168_seg001.wav,Mystery mystery
data\processed\Cyornis poliogenys\18_seg011.wav,Cyornis poliogenys
data\processed\Cyornis unicolor\22_seg015.wav,Cyornis unicolor
data\processed\Sphenocichla humei\29_seg006.wav,Sphenocichla humei
data\processed\noise\Glaucidium_cuculoides__12__seg031.wav,noise
data\processed\Mystery mystery\384_seg000.wav,Mystery mystery
data\processed\Pellorneum ruficeps\73_seg010.wav,Pellorneum ruficeps
data\processed\Mystery mystery\223_seg003.wav,Mystery mystery
data\processed\Macronus gularis\17_seg028.wav,Macronus gularis
data\processed\Mystery mystery\261_seg008.wav,Mystery mystery
data\processed\Mystery mystery\365_seg002.wav,Mystery mystery
data\processed\Macronus gularis\17_seg027.wav,Macronus gularis
data\processed\Cuculus micropterus\11_seg004.wav,Cuculus micropterus
data\processed\Rimator malacoptilus\5_seg021.wav,Rimator malacoptilus
data\processed\Arborophila torqueola\1_seg011.wav,Arborophila torqueola
data\processed\Pellorneum ruficeps\9_seg006.wav,Pellorneum ruficeps
data\processed\Acridotheres fuscus\5_seg005.wav,Acridotheres fuscus
data\processed\Motacilla citreola\5_seg002.wav,Motacilla citreola
data\processed\Liocichla phoenicea\13_seg016.wav,Liocichla phoenicea
data\processed\Macronus gularis\15_seg004.wav,Macronus gularis
data\processed\Cuculus micropterus\57_seg005.wav,Cuculus micropterus
data\processed\noise\Sphenocichla_humei__26__seg009.wav,noise
